year, phonebook, name, address, phone_number, lat, lon
1996,yellow btb,McDonald’s Of Greenwich Village,136 W 3,674-2566,40.809708,-73.948933
1996,yellow btb,Mc Donald’s Of Harlem,215 W 125,663-8859,40.716359,-74.010664
1996,yellow btb,Mc Donalds Restrnt,303 Greenwich,962-9218,40.746047,-73.990929
1996,yellow btb,Mc Donalds Restrnt,809 6 Av,463-9495,40.79444,-73.97249
1996,yellow btb,Mc Donald’s Restrnt,2549 Bway,964-9314,40.777727,-73.954377
1996,yellow btb,Mc Donald’s Restrnt,1499 3 Av,628-8100,40.798667,-73.939916
1996,yellow btb,Mc Donald’s Restrnt,2142 3 Av,831-3468,40.75473,-73.988316
1996,yellow btb,Mcdonald’s Restrnt,556 7 Av,869-1918,40.777772,-73.982732
1996,yellow btb,McDonald’s Restrnt,2049 Bway,724-0435,40.865133,-73.927407
1996,yellow btb,McDonald’s Restrnt,208 Dyckman,304-1610,40.754529,-74.000106
1996,yellow btb,McDonald’s Restrnt,427 10 Avenue,564-7115,40.736964,-73.979443
1996,yellow btb,McDonald’s Restrnt,336 E 23,674-9027,40.752656,-73.980103
1996,yellow btb,McDonald’s Restrnt,22 E 42,599-2127,40.723374,-74.005428
1996,yellow btb,McDonalds Restaurant,109 Avenue Of The Americas,827-0378,40.710894,-74.007377
1996,yellow btb,McDonalds Restaurant,113 Nassau,285-9192,40.710308,-74.011979
1996,yellow btb,McDonalds Restaurant,4 World Trade Ctr,432-7297,40.737916,-73.996851
1996,yellow btb,Mc Donald’s Restaurant,541 Avenue Of The Americas,463-8860,40.741904,-73.993169
1996,yellow btb,Mcdonald’s Restaurant,686 Avenue Of The Americas,604-0621,40.789635,-73.970197
1996,yellow btb,Mcdonald’s Restaurant,638 Columbus Ave,721-7509,40.756062,-73.972285
1996,yellow btb,Mcdonald’s Restaurant,541 Lexington Av,661-1685,40.765841,-73.957006
1996,yellow btb,Mcdonald’s Restaurant,1286 1 Av,249-3551,40.757583,-73.981719
1996,yellow btb,McDonald’s Restaurant,1188 Avenue Of The Americas,944-2720,40.756163,-73.970946
1996,yellow btb,McDonalds Restaurant,824 3 Av,832-0447,40.74826,-73.97372
1996,yellow btb,McDonald’s Restrnts,729 2 Av,686-7124,40.744978,-73.979083
1996,yellow btb,Mc Donalds Restraurants,480 3 Av,532-7186,40.709384,-74.010023
1996,yellow btb,Mcdonald’s One Sixty Bway,160 Broadway,385-2063,40.737916,-73.996851
1997,yellow,Mcdonald Restrnt,543 6 Av,543-9298,40.765961,-73.983838
1997,yellow,McDonald’s Restrnt,945 8 Av,586-6676,40.834362,-73.944214
1997,yellow,Mcdonalds,3794 Broadway,923-2222,40.718528,-74.001145
1997,yellow,Mc Donalds,262 Canal,941-5823,40.740546,-73.988087
1997,yellow,Mc Donalds,22 E 23,353-9140,40.826848,-73.950671
1997,yellow,Mc Donald’s,3549 Broadway,281-5330,40.726453,-73.985845
1997,yellow,Mc Donald’s,102 1 Av,477-9171,40.730813,-73.982432
1997,yellow,Mc Donald’s,404 E 14,598-0045,40.81581,-73.95884
1997,yellow,Mcdonald’s,600 W 125,662-2965,40.84194,-73.938811
1997,yellow,McDonald’s,4036 Bway,923-9582,40.850096,-73.93624
1997,yellow,McDonald’s,4259 Bway,923-9506,40.737061,-73.990742
1997,yellow,McDonald’s,39 Union Sq W,645-9079,40.750789,-73.986731
1997,yellow,McDonalds,972 6 Av,279-2022,40.867133,-73.92137
1997,yellow,McDonald’s,602 W 207,544-9497,40.75473,-73.988316
1997,yellow,McDonalds 40 Street,556 7 Av,730-9237,40.730737,-74.001112
1997,yellow,McDonald’s Mc Delivery Svc,,134-W 26,40.809708,-73.948933
1997,yellow,McDonald’s Of Greenwich Village,136 W 3,674-2566,40.716359,-74.010664
1997,yellow,Mc Donald’s Of Harlem,215 W 125,663-8859,40.746047,-73.990929
1997,yellow,Mc Donalds Restrnt,303 Greenwich,962-9218,40.79444,-73.97249
1997,yellow,Mc Donalds Restrnt,809 6 Av,463-9495,40.777727,-73.954377
1997,yellow,Mc Donald’s Restrnt,2549 Bway,864-9314,40.798667,-73.939916
1997,yellow,Mc Donald’s Restrnt,1499 3 Av,628-8100,40.75473,-73.988316
1997,yellow,Mc Donald’s Restrnt,2142 3 Av,831-3468,40.777772,-73.982732
1997,yellow,McDonald’s Restrnt,556 7 Av,869-1918,40.79444,-73.97249
1997,yellow,McDonald’s Restrnt,2049 Bway,724-0435,40.865133,-73.927407
1997,yellow,McDonalds Restrnt,2549 Bway,864-8138,40.754529,-74.000106
1997,yellow,McDonald’s Restrnt,208 Dyckman,304-1610,40.736964,-73.979443
1997,yellow,McDonald’s Restrnt,427 10 Avenue,564-7115,40.752656,-73.980103
1997,yellow,McDonald’s Restrnt,336 E 23,674-9027,40.755566,-73.984708
1997,yellow,McDonald’s Restrnt,22 E 42,599-2127,40.710894,-74.007377
1997,yellow,Mcdonalds Restaurant,1109 Avenue Of The Americas,827-0378,40.737916,-73.996851
1997,yellow,Mcdonalds Restaurant,113 Nassau,285-9192,40.741904,-73.993169
1997,yellow,Mc Donald’s Restaurant,541 Avenue Of The Americas,463-8860,40.789635,-73.970197
1997,yellow,Mcdonald’s Restaurant,686 Avenue Of The Americas,604-0621,40.75308,-73.974546
1997,yellow,Mcdonald’s Restaurant,638 Columbus Ave,721-7509,40.765841,-73.957006
1997,yellow,Mcdonald’s Restaurant,451 Lexington Av,661-1685,40.757583,-73.981719
1997,yellow,Mcdonald’s Restaurant,1286 1 Av,249-3551,40.756163,-73.970946
1997,yellow,McDonald’s Restaurant,1188 Avenue Of The Americas,944-2720,40.74826,-73.97372
1997,yellow,McDonalds Restaurant,824 3 Av,832-0447,40.744978,-73.979083
1997,yellow,McDonald’s Restrnts,729 2 Av,686-7124,40.709384,-74.010023
1997,yellow,Mc Donalds Restaurants,480 3 Av,532-8186,40.737916,-73.996851
1997,yellow,Mcdonalds’s One Sixty Bway,160 Broadway,385-2063,40.834362,-73.944214
1998,yellow,Mcdonald Restrnt,543 6 Av,243-0911,40.718528,-74.001145
1998,yellow,Mcdonalds,3794 Broadway,923-2222,40.740546,-73.988087
1998,yellow,Mc Donalds,262 Canal,941-5823,40.826848,-73.950671
1998,yellow,Mc Donalds,22 E 23,353-9140,40.726453,-73.985845
1998,yellow,Mc Donald’s,3549 Broadway,281-5330,40.756092,-73.964871
1998,yellow,Mc Donald’s,102 1 Av,477-9171,40.759566,-73.96544
1998,yellow,Mcdonald’s,969 1 Av,588-0695,40.730813,-73.982432
1998,yellow,Mcdonald’s,1083 2 Av,588-0695,40.756087,-73.977797
1998,yellow,Mc Donald’s,404 E 14,598-0045,40.81581,-73.95884
1998,yellow,Mc Donald’s,14 E 47,697-8148,40.785463,-73.979202
1998,yellow,Mcdonald’s,600 W 125,662-2965,40.84194,-73.938811
1998,yellow,McDonald’s,2271 Broadway,579-9170,40.850096,-73.93624
1998,yellow,McDonald’s,4036 Bway,923-9582,40.706932,-74.007496
1998,yellow,McDonald’s,4259 Bway,923-9506,40.737061,-73.990742
1998,yellow,McDonald’s,90 Maiden Ln,422-3791,40.750789,-73.986731
1998,yellow,McDonald’s,39 Union Sq W,645-9079,40.741924,-73.997606
1998,yellow,McDonalds,972 6 Av,279-2022,40.867133,-73.92137
1998,yellow,McDonald’s,154 7 Av,691-3720,40.75473,-73.988316
1998,yellow,McDonald’s,602 W 207,544-9497,40.745279,-73.99308
1998,yellow,McDonalds 40 Street,556 7 Av,730-9237,40.730737,-74.001112
1998,yellow,McDonald’s Mc Delivery Svc,134 W 26,337-3278,40.809708,-73.948933
1998,yellow,McDonald’s Of Greenwich Village,136 W 3,674-2566,40.72957,-73.98949
1998,yellow,Mc Donald’s Of Harlem,215 W 125,663-8859,40.716359,-74.010664
1998,yellow,Mcdonalds Of 3rd & St Marks,27 3 Av,533-6693,40.746047,-73.990929
1998,yellow,Mc Donalds Restrnt,303 Greenwich,962-9218,40.79444,-73.97249
1998,yellow,Mc Donalds Restrnt,809 6 Av,463-9495,40.777727,-73.954377
1998,yellow,Mc Donald’s Restrnt,2549 Bway,864-9314,40.75473,-73.988316
1998,yellow,Mc Donald’s Restrnt,1499 3 Av,628-8100,40.765816,-73.983127
1998,yellow,Mcdonald’s Restrnt,556 7 Av,869-1918,40.777772,-73.982732
1998,yellow,Mc Donald’s Restrnt,946 8 Av,586-6676,40.79444,-73.97249
1998,yellow,McDonald’s Restrnt,2049 Bway,724-0435,40.865133,-73.927407
1998,yellow,McDonalds Restrnt,2549 Bway,864-8138,40.754529,-74.000106
1998,yellow,McDonald’s Restrnt,208 Dyckman,304-1610,40.736964,-73.979443
1998,yellow,McDonald’s Restrnt,427 10 Avenue,564-7115,40.752656,-73.980103
1998,yellow,McDonald’s Restrnt,336 E 23,674-9027,40.755566,-73.984708
1998,yellow,McDonald’s Restrnt,22 E 42,599-2127,40.710894,-74.007377
1998,yellow,Mcdonalds Restaurant,1109 Avenue Of The Americas,827-0378,40.737916,-73.996851
1998,yellow,Mcdonalds Restaurant,113 Nassau,285-9192,40.741904,-73.993169
1998,yellow,Mc Donald’s Restaurant,541 Avenue Of The Americas,463-8860,40.789635,-73.970197
1998,yellow,Mcdonald’s Restaurant,686 Avenue Of The Americas,604-0621,40.75308,-73.974546
1998,yellow,Mcdonald’s Restaurant,638 Columbus Ave,721-7509,40.765841,-73.957006
1998,yellow,Mcdonald’s Restaurant,451 Lexington Av,661-1685,40.757583,-73.981719
1998,yellow,Mcdonald’s Restaurant,1286 1 Av,249-3551,40.756163,-73.970946
1998,yellow,McDonald’s Restaurant,1188 Avenue Of The Americas,944-2720,40.74826,-73.97372
1998,yellow,McDonalds Restaurant,824 3 Av,832-0447,40.744978,-73.979083
1998,yellow,McDonald’s Restrnts,729 2 Av,686-7124,40.709384,-74.010023
1998,yellow,Mc Donalds Restaurants,480 3 Av,532-8186,
1998,yellow,Mcdonalds’s One Sixty Bway,160 Broadway,385-2063,
